strategy_name,setup_type,day_type,trend_strength,session_date,entry_time,exit_time,bars_held,direction,contracts,signal_price,entry_price,exit_price,stop_price,target_price,gross_pnl,commission,slippage_cost,net_pnl,exit_reason,r_multiple,is_winner
Edge Fade,EDGE_TO_MID,b_day,weak,2025-12-22 00:00:00,2025-12-22 15:18:00,2025-12-22 15:30:00,12,LONG,4,25684.0,25684.0,25688.0,25653.88,25733.5,32.0,4.96,4.0,23.04,EOD,0.13,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-12-26 00:00:00,2025-12-26 12:24:00,2025-12-26 13:50:00,86,LONG,6,25852.0,25852.0,25884.5,25852.0,25884.75,390.0,7.44,6.0,376.56,TARGET,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-12-29 00:00:00,2025-12-29 10:52:00,2025-12-29 14:49:00,237,LONG,5,25676.5,25676.5,25740.12,25676.5,25740.38,636.25,6.2,5.0,625.05,TARGET,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-12-29 00:00:00,2025-12-29 11:42:00,2025-12-29 14:49:00,187,LONG,4,25683.25,25683.25,25740.12,25683.25,25740.38,455.0,4.96,4.0,446.04,TARGET,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-12-29 00:00:00,2025-12-29 12:10:00,2025-12-29 14:49:00,159,LONG,4,25684.75,25684.75,25740.12,25684.75,25740.38,443.0,4.96,4.0,434.04,TARGET,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-12-29 00:00:00,2025-12-29 12:32:00,2025-12-29 14:49:00,137,LONG,6,25671.25,25671.25,25740.12,25671.25,25740.38,826.5,7.44,6.0,813.06,TARGET,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-12-29 00:00:00,2025-12-29 13:13:00,2025-12-29 14:49:00,96,LONG,4,25684.25,25684.25,25740.12,25684.25,25740.38,447.0,4.96,4.0,438.04,TARGET,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-12-29 00:00:00,2025-12-29 14:04:00,2025-12-29 14:49:00,45,LONG,4,25688.0,25688.0,25740.12,25688.0,25740.38,417.0,4.96,4.0,408.04,TARGET,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-12-30 00:00:00,2025-12-30 10:45:00,2025-12-30 10:52:00,7,LONG,6,25691.5,25691.5,25724.25,25659.18,25724.5,393.0,7.44,6.0,379.56,TARGET,1.01,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-12-30 00:00:00,2025-12-30 15:13:00,2025-12-30 15:30:00,17,LONG,6,25690.75,25690.75,25704.5,25659.18,25724.5,165.0,7.44,6.0,151.56,EOD,0.44,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-12-31 00:00:00,2025-12-31 10:43:00,2025-12-31 10:56:00,13,LONG,6,25580.5,25580.5,25549.15,25549.4,25630.0,-376.2,7.44,6.0,-389.64,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-12-31 00:00:00,2025-12-31 11:16:00,2025-12-31 14:04:00,168,LONG,10,25569.0,25569.0,25629.75,25569.0,25630.0,1215.0,12.4,10.0,1192.6,TARGET,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-12-31 00:00:00,2025-12-31 11:38:00,2025-12-31 14:04:00,146,LONG,5,25586.0,25586.0,25629.75,25586.0,25630.0,437.5,6.2,5.0,426.3,TARGET,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-12-31 00:00:00,2025-12-31 12:12:00,2025-12-31 14:04:00,112,LONG,7,25576.75,25576.75,25629.75,25576.75,25630.0,742.0,8.68,7.0,726.32,TARGET,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-12-31 00:00:00,2025-12-31 12:32:00,2025-12-31 14:04:00,92,LONG,4,25589.75,25589.75,25629.75,25589.75,25630.0,320.0,4.96,4.0,311.04,TARGET,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-12-31 00:00:00,2025-12-31 12:53:00,2025-12-31 14:04:00,71,LONG,4,25580.0,25580.0,25629.75,25580.0,25630.0,398.0,4.96,4.0,389.04,TARGET,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-02 00:00:00,2026-01-02 10:30:00,2026-01-02 10:58:00,28,LONG,2,25490.5,25490.5,25405.02,25405.28,25630.5,-341.9,2.48,2.0,-346.38,STOP,-1.0,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-02 00:00:00,2026-01-02 10:54:00,2026-01-02 10:58:00,4,LONG,3,25469.75,25469.75,25405.02,25405.28,25630.5,-388.35,3.72,3.0,-395.07,STOP,-1.0,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-05 00:00:00,2026-01-05 14:42:00,2026-01-05 15:30:00,48,LONG,4,25563.75,25563.75,25600.25,25516.71,25611.12,292.0,4.96,4.0,283.04,EOD,0.78,1
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-08 00:00:00,2026-01-08 11:38:00,2026-01-08 12:50:00,72,LONG,3,25599.75,25599.75,25685.75,25533.9,25686.0,516.0,3.72,3.0,509.28,TARGET,1.31,1
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-13 00:00:00,2026-01-13 10:30:00,2026-01-13 11:32:00,62,LONG,3,25843.0,25843.0,25927.12,25777.39,25927.38,504.75,3.72,3.0,498.03,TARGET,1.28,1
B-Day,B_DAY_IBL_FADE,b_day,weak,2026-01-13 00:00:00,2026-01-13 10:51:00,2026-01-13 11:32:00,41,LONG,3,25843.0,25843.0,25927.12,25788.92,25927.38,504.75,3.72,3.0,498.03,TARGET,1.56,1
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-13 00:00:00,2026-01-13 10:51:00,2026-01-13 11:32:00,41,LONG,3,25843.0,25843.0,25927.12,25777.39,25927.38,504.75,3.72,3.0,498.03,TARGET,1.28,1
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-13 00:00:00,2026-01-13 13:52:00,2026-01-13 15:30:00,98,LONG,2,25845.5,25845.5,25827.25,25777.39,25927.38,-73.0,2.48,2.0,-77.48,EOD,-0.27,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-13 00:00:00,2026-01-13 14:12:00,2026-01-13 15:30:00,78,LONG,3,25829.75,25829.75,25827.25,25777.39,25927.38,-15.0,3.72,3.0,-21.72,EOD,-0.05,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-13 00:00:00,2026-01-13 14:49:00,2026-01-13 15:30:00,41,LONG,2,25847.25,25847.25,25827.25,25777.39,25927.38,-80.0,2.48,2.0,-84.48,EOD,-0.29,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-13 00:00:00,2026-01-13 15:12:00,2026-01-13 15:30:00,18,LONG,2,25846.75,25846.75,25827.25,25777.39,25927.38,-78.0,2.48,2.0,-82.48,EOD,-0.28,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-14 00:00:00,2026-01-14 10:45:00,2026-01-14 10:49:00,4,LONG,2,25558.5,25558.5,25491.29,25491.54,25660.38,-268.85,2.48,2.0,-273.33,STOP,-1.0,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-14 00:00:00,2026-01-14 11:05:00,2026-01-14 11:15:00,10,LONG,5,25531.25,25531.25,25491.29,25491.54,25660.38,-399.63,6.2,5.0,-410.83,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-14 00:00:00,2026-01-14 11:26:00,2026-01-14 11:47:00,21,LONG,2,25566.75,25566.75,25491.29,25491.54,25660.38,-301.85,2.48,2.0,-306.33,STOP,-1.0,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-14 00:00:00,2026-01-14 15:04:00,2026-01-14 15:30:00,26,LONG,4,25534.0,25534.0,25564.5,25491.54,25660.38,244.0,4.96,4.0,235.04,EOD,0.72,1
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-15 00:00:00,2026-01-15 10:46:00,2026-01-15 10:47:00,1,LONG,7,25851.25,25851.25,25824.56,25824.81,25897.12,-373.62,8.68,7.0,-389.3,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-15 00:00:00,2026-01-15 13:01:00,2026-01-15 13:11:00,10,LONG,5,25859.5,25859.5,25896.88,25859.5,25897.12,373.75,6.2,5.0,362.55,TARGET,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-15 00:00:00,2026-01-15 14:07:00,2026-01-15 14:21:00,14,LONG,9,25845.75,25845.75,25824.56,25824.81,25897.12,-381.38,11.16,9.0,-401.54,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-16 00:00:00,2026-01-16 10:33:00,2026-01-16 10:37:00,4,LONG,5,25668.75,25668.75,25633.44,25633.69,25779.12,-353.12,6.2,5.0,-364.32,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-16 00:00:00,2026-01-16 10:58:00,2026-01-16 15:30:00,272,LONG,5,25671.5,25671.5,25711.25,25671.5,25779.12,397.5,6.2,5.0,386.3,EOD,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-16 00:00:00,2026-01-16 11:18:00,2026-01-16 15:30:00,252,LONG,3,25698.5,25698.5,25711.25,25633.69,25779.12,76.5,3.72,3.0,69.78,EOD,0.2,1
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-16 00:00:00,2026-01-16 12:03:00,2026-01-16 15:30:00,207,LONG,2,25705.75,25705.75,25711.25,25633.69,25779.12,22.0,2.48,2.0,17.52,EOD,0.08,1
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-16 00:00:00,2026-01-16 12:33:00,2026-01-16 15:30:00,177,LONG,3,25688.75,25688.75,25711.25,25633.69,25779.12,135.0,3.72,3.0,128.28,EOD,0.41,1
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-16 00:00:00,2026-01-16 12:54:00,2026-01-16 15:30:00,156,LONG,3,25684.5,25684.5,25711.25,25633.69,25779.12,160.5,3.72,3.0,153.78,EOD,0.53,1
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-16 00:00:00,2026-01-16 13:14:00,2026-01-16 15:30:00,136,LONG,3,25696.25,25696.25,25711.25,25633.69,25779.12,90.0,3.72,3.0,83.28,EOD,0.24,1
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-16 00:00:00,2026-01-16 14:16:00,2026-01-16 15:30:00,74,LONG,3,25695.25,25695.25,25711.25,25633.69,25779.12,96.0,3.72,3.0,89.28,EOD,0.26,1
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-16 00:00:00,2026-01-16 14:38:00,2026-01-16 15:30:00,52,LONG,3,25696.5,25696.5,25711.25,25633.69,25779.12,88.5,3.72,3.0,81.78,EOD,0.23,1
Trend Day Bull,VWAP_PULLBACK,p_day,moderate,2026-01-19 00:00:00,2026-01-19 11:08:00,2026-01-19 13:00:00,112,LONG,3,25355.75,25355.75,25398.0,25355.75,25516.75,253.5,3.72,3.0,246.78,EOD,0.0,1
P-Day,P_DAY_VWAP_LONG,p_day,moderate,2026-01-19 00:00:00,2026-01-19 11:08:00,2026-01-19 13:00:00,112,LONG,3,25355.75,25355.75,25398.0,25355.75,25516.75,253.5,3.72,3.0,246.78,EOD,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-20 00:00:00,2026-01-20 13:32:00,2026-01-20 13:41:00,9,LONG,4,25248.0,25248.0,25203.22,25203.48,25296.75,-358.2,4.96,4.0,-367.16,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-21 00:00:00,2026-01-21 12:14:00,2026-01-21 12:59:00,45,LONG,2,25157.5,25157.5,25256.88,25088.61,25257.12,397.5,2.48,2.0,393.02,TARGET,1.44,1
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-21 00:00:00,2026-01-21 13:05:00,2026-01-21 13:36:00,31,LONG,2,25161.75,25161.75,25256.88,25161.75,25257.12,380.5,2.48,2.0,376.02,TARGET,0.0,1
Trend Day Bull,VWAP_PULLBACK,p_day,moderate,2026-01-27 00:00:00,2026-01-27 12:10:00,2026-01-27 15:30:00,200,LONG,1,26076.5,26076.5,26096.0,25959.5,26312.5,39.0,1.24,1.0,36.76,EOD,0.17,1
P-Day,P_DAY_VWAP_LONG,p_day,moderate,2026-01-27 00:00:00,2026-01-27 12:14:00,2026-01-27 15:30:00,196,LONG,1,26076.0,26076.0,26096.0,25959.91,26312.0,40.0,1.24,1.0,37.76,EOD,0.17,1
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-28 00:00:00,2026-01-28 10:32:00,2026-01-28 10:36:00,4,LONG,7,26216.75,26216.75,26190.35,26190.6,26253.0,-369.6,8.68,7.0,-385.28,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-28 00:00:00,2026-01-28 15:11:00,2026-01-28 15:16:00,5,LONG,12,26207.0,26207.0,26190.35,26190.6,26253.0,-399.6,14.88,12.0,-426.48,STOP,-1.02,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-01-30 00:00:00,2026-01-30 11:17:00,2026-01-30 11:19:00,2,LONG,8,25809.0,25809.0,25785.94,25786.19,25873.12,-369.0,9.92,8.0,-386.92,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-02-04 00:00:00,2026-02-04 10:54:00,2026-02-04 11:09:00,15,LONG,2,25153.25,25153.25,25065.45,25065.7,25249.0,-351.2,2.48,2.0,-355.68,STOP,-1.0,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-02-04 00:00:00,2026-02-04 11:16:00,2026-02-04 11:18:00,2,LONG,3,25127.75,25127.75,25065.45,25065.7,25249.0,-373.8,3.72,3.0,-380.52,STOP,-1.0,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-02-10 00:00:00,2026-02-10 13:34:00,2026-02-10 15:30:00,116,LONG,3,25288.25,25288.25,25254.0,25227.02,25351.5,-205.5,3.72,3.0,-212.22,EOD,-0.56,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-02-10 00:00:00,2026-02-10 13:56:00,2026-02-10 15:30:00,94,LONG,3,25286.5,25286.5,25254.0,25227.02,25351.5,-195.0,3.72,3.0,-201.72,EOD,-0.55,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-02-10 00:00:00,2026-02-10 14:45:00,2026-02-10 15:30:00,45,LONG,3,25281.5,25281.5,25254.0,25227.02,25351.5,-165.0,3.72,3.0,-171.72,EOD,-0.5,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-02-10 00:00:00,2026-02-10 15:06:00,2026-02-10 15:30:00,24,LONG,4,25276.0,25276.0,25254.0,25227.02,25351.5,-176.0,4.96,4.0,-184.96,EOD,-0.45,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-02-12 00:00:00,2026-02-12 10:34:00,2026-02-12 10:39:00,5,LONG,4,25184.0,25184.0,25136.09,25136.34,25281.12,-383.3,4.96,4.0,-392.26,STOP,-1.01,0
Trend Day Bull,VWAP_PULLBACK,p_day,moderate,2026-02-13 00:00:00,2026-02-13 11:33:00,2026-02-13 14:59:00,206,LONG,1,24871.75,24871.75,24871.5,24871.75,25303.12,-0.5,1.24,1.0,-2.74,STOP,0.0,0
P-Day,P_DAY_VWAP_LONG,p_day,moderate,2026-02-13 00:00:00,2026-02-13 11:33:00,2026-02-13 14:59:00,206,LONG,1,24871.75,24871.75,24871.5,24871.75,25303.12,-0.5,1.24,1.0,-2.74,STOP,0.0,0
Edge Fade,EDGE_TO_MID,b_day,weak,2026-02-16 00:00:00,2026-02-16 10:35:00,2026-02-16 11:11:00,36,LONG,11,24695.25,24695.25,24744.88,24677.04,24745.12,1091.75,13.64,11.0,1067.11,TARGET,2.72,1
B-Day,B_DAY_IBL_FADE,b_day,weak,2026-02-16 00:00:00,2026-02-16 10:46:00,2026-02-16 11:11:00,25,LONG,11,24699.75,24699.75,24744.88,24682.28,24745.12,992.75,13.64,11.0,968.11,TARGET,2.58,1
Edge Fade,EDGE_TO_MID,b_day,weak,2026-02-16 00:00:00,2026-02-16 10:59:00,2026-02-16 11:11:00,12,LONG,8,24696.25,24696.25,24744.88,24677.04,24745.12,778.0,9.92,8.0,760.08,TARGET,2.53,1
Edge Fade,EDGE_TO_MID,b_day,weak,2026-02-16 00:00:00,2026-02-16 11:24:00,2026-02-16 11:39:00,15,LONG,5,24710.75,24710.75,24676.79,24677.04,24745.12,-339.63,6.2,5.0,-350.83,STOP,-1.01,0
