strategy_name,setup_type,day_type,trend_strength,session_date,entry_time,exit_time,bars_held,direction,contracts,signal_price,entry_price,exit_price,stop_price,target_price,gross_pnl,commission,slippage_cost,net_pnl,exit_reason,r_multiple,is_winner
P-Day,P_DAY_VWAP_LONG,p_day,moderate,2025-08-21 00:00:00,2025-08-21 12:07:00,2025-08-21 12:59:00,52,LONG,5,23736.0,23736.0,23697.81,23698.06,23876.0,-381.93,6.2,5.0,-393.13,STOP,-1.01,0
B-Day,B_DAY_IBL_FADE,b_day,weak,2025-08-25 00:00:00,2025-08-25 10:44:00,2025-08-25 11:19:00,35,LONG,30,24067.75,24067.75,24061.4,24061.65,24086.25,-381.0,37.2,30.0,-448.2,STOP,-1.04,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-08-27 00:00:00,2025-08-27 13:27:00,2025-08-27 13:30:00,3,LONG,10,24045.75,24045.75,24045.5,24045.75,24071.0,-5.0,12.4,10.0,-27.4,STOP,0.0,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-02 00:00:00,2025-09-02 11:37:00,2025-09-02 13:26:00,109,LONG,2,23555.75,23555.75,23646.38,23555.75,23646.62,362.5,2.48,2.0,358.02,TARGET,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-02 00:00:00,2025-09-02 11:57:00,2025-09-02 13:26:00,89,LONG,3,23535.5,23535.5,23646.38,23535.5,23646.62,665.25,3.72,3.0,658.53,TARGET,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-03 00:00:00,2025-09-03 13:48:00,2025-09-03 13:57:00,9,LONG,7,23875.75,23875.75,23848.41,23848.66,23915.12,-382.73,8.68,7.0,-398.41,STOP,-1.01,0
Trend Day Bull,VWAP_PULLBACK,p_day,moderate,2025-09-04 00:00:00,2025-09-04 12:14:00,2025-09-04 15:30:00,196,LONG,1,24044.25,24044.25,24123.0,24044.25,24251.38,157.5,1.24,1.0,155.26,EOD,0.0,1
P-Day,P_DAY_VWAP_LONG,p_day,moderate,2025-09-04 00:00:00,2025-09-04 12:14:00,2025-09-04 15:30:00,196,LONG,1,24044.25,24044.25,24123.0,24044.25,24251.38,157.5,1.24,1.0,155.26,EOD,0.0,1
B-Day,B_DAY_IBL_FADE,b_day,weak,2025-09-05 00:00:00,2025-09-05 10:38:00,2025-09-05 10:42:00,4,LONG,3,24146.0,24146.0,24094.9,24095.15,24259.25,-306.6,3.72,3.0,-313.32,STOP,-1.0,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-05 00:00:00,2025-09-05 10:30:00,2025-09-05 10:46:00,16,LONG,3,24148.25,24148.25,24081.22,24081.47,24259.25,-402.15,3.72,3.0,-408.87,STOP,-1.0,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-05 00:00:00,2025-09-05 10:55:00,2025-09-05 10:59:00,4,LONG,4,24127.75,24127.75,24081.22,24081.47,24259.25,-372.2,4.96,4.0,-381.16,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-05 00:00:00,2025-09-05 11:29:00,2025-09-05 13:44:00,135,LONG,4,24126.0,24126.0,24081.22,24081.47,24259.25,-358.2,4.96,4.0,-367.16,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-05 00:00:00,2025-09-05 11:50:00,2025-09-05 13:44:00,114,LONG,3,24144.0,24144.0,24081.22,24081.47,24259.25,-376.65,3.72,3.0,-383.37,STOP,-1.0,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-05 00:00:00,2025-09-05 12:11:00,2025-09-05 13:44:00,93,LONG,3,24132.75,24132.75,24081.22,24081.47,24259.25,-309.15,3.72,3.0,-315.87,STOP,-1.0,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-05 00:00:00,2025-09-05 12:32:00,2025-09-05 13:44:00,72,LONG,4,24124.75,24124.75,24081.22,24081.47,24259.25,-348.2,4.96,4.0,-357.16,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-05 00:00:00,2025-09-05 12:57:00,2025-09-05 13:44:00,47,LONG,4,24128.0,24128.0,24081.22,24081.47,24259.25,-374.2,4.96,4.0,-383.16,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-05 00:00:00,2025-09-05 13:20:00,2025-09-05 13:44:00,24,LONG,3,24140.0,24140.0,24081.22,24081.47,24259.25,-352.65,3.72,3.0,-359.37,STOP,-1.0,0
B-Day,B_DAY_IBL_FADE,b_day,weak,2025-09-08 00:00:00,2025-09-08 13:54:00,2025-09-08 13:55:00,1,LONG,13,24270.25,24270.25,24279.75,24255.3,24318.0,247.0,16.12,13.0,217.88,VWAP_BREACH_PM,0.64,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-08 00:00:00,2025-09-08 13:54:00,2025-09-08 15:13:00,79,LONG,10,24270.25,24270.25,24270.0,24270.25,24318.0,-5.0,12.4,10.0,-27.4,STOP,0.0,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-08 00:00:00,2025-09-08 13:09:00,2025-09-08 15:30:00,141,LONG,6,24283.5,24283.5,24264.0,24250.08,24318.0,-234.0,7.44,6.0,-247.44,EOD,-0.58,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-08 00:00:00,2025-09-08 15:02:00,2025-09-08 15:30:00,28,LONG,6,24282.5,24282.5,24264.0,24250.08,24318.0,-222.0,7.44,6.0,-235.44,EOD,-0.57,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-09 00:00:00,2025-09-09 10:54:00,2025-09-09 11:03:00,9,LONG,17,24275.75,24275.75,24263.53,24263.78,24313.5,-415.65,21.08,17.0,-453.73,STOP,-1.02,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-09 00:00:00,2025-09-09 11:16:00,2025-09-09 11:36:00,20,LONG,10,24282.75,24282.75,24263.53,24263.78,24313.5,-384.5,12.4,10.0,-406.9,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-09 00:00:00,2025-09-09 11:52:00,2025-09-09 12:14:00,22,LONG,16,24276.25,24276.25,24313.25,24263.78,24313.5,1184.0,19.84,16.0,1148.16,TARGET,2.97,1
B-Day,B_DAY_IBL_FADE,b_day,weak,2025-09-10 00:00:00,2025-09-10 12:51:00,2025-09-10 13:00:00,9,LONG,10,24403.25,24403.25,24418.25,24383.83,24446.38,300.0,12.4,10.0,277.6,VWAP_BREACH_PM,0.77,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-10 00:00:00,2025-09-10 12:22:00,2025-09-10 13:27:00,65,LONG,6,24411.0,24411.0,24378.36,24378.61,24446.38,-391.65,7.44,6.0,-405.09,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-10 00:00:00,2025-09-10 12:42:00,2025-09-10 13:27:00,45,LONG,7,24404.75,24404.75,24378.36,24378.61,24446.38,-369.43,8.68,7.0,-385.11,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-10 00:00:00,2025-09-10 13:21:00,2025-09-10 13:27:00,6,LONG,8,24401.75,24401.75,24378.36,24378.61,24446.38,-374.2,9.92,8.0,-392.12,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-10 00:00:00,2025-09-10 13:42:00,2025-09-10 13:54:00,12,LONG,10,24398.0,24398.0,24378.36,24378.61,24446.38,-392.75,12.4,10.0,-415.15,STOP,-1.01,0
Trend Day Bull,VWAP_PULLBACK,p_day,moderate,2025-09-11 00:00:00,2025-09-11 12:48:00,2025-09-11 15:30:00,162,LONG,2,24504.5,24504.5,24526.75,24429.18,24645.62,89.0,2.48,2.0,84.52,EOD,0.3,1
P-Day,P_DAY_VWAP_LONG,p_day,moderate,2025-09-11 00:00:00,2025-09-11 12:48:00,2025-09-11 15:30:00,162,LONG,2,24504.5,24504.5,24526.75,24429.18,24645.62,89.0,2.48,2.0,84.52,EOD,0.3,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-16 00:00:00,2025-09-16 10:40:00,2025-09-16 11:42:00,62,LONG,8,24789.75,24789.75,24765.04,24765.29,24817.12,-395.4,9.92,8.0,-413.32,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-16 00:00:00,2025-09-16 11:07:00,2025-09-16 11:42:00,35,LONG,13,24780.0,24780.0,24765.04,24765.29,24817.12,-389.03,16.12,13.0,-418.15,STOP,-1.02,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-16 00:00:00,2025-09-16 11:54:00,2025-09-16 11:59:00,5,LONG,13,24780.5,24780.5,24765.04,24765.29,24817.12,-402.03,16.12,13.0,-431.15,STOP,-1.02,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-16 00:00:00,2025-09-16 12:29:00,2025-09-16 12:37:00,8,LONG,13,24780.5,24780.5,24765.04,24765.29,24817.12,-402.03,16.12,13.0,-431.15,STOP,-1.02,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-16 00:00:00,2025-09-16 12:52:00,2025-09-16 15:30:00,158,LONG,14,24779.25,24779.25,24793.25,24779.25,24817.12,392.0,17.36,14.0,360.64,EOD,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-16 00:00:00,2025-09-16 13:35:00,2025-09-16 15:30:00,115,LONG,8,24790.5,24790.5,24793.25,24765.29,24817.12,44.0,9.92,8.0,26.08,EOD,0.11,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-16 00:00:00,2025-09-16 13:55:00,2025-09-16 15:30:00,95,LONG,8,24790.25,24790.25,24793.25,24765.29,24817.12,48.0,9.92,8.0,30.08,EOD,0.12,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-17 00:00:00,2025-09-17 10:31:00,2025-09-17 10:46:00,15,LONG,10,24697.5,24697.5,24677.69,24677.94,24745.38,-396.25,12.4,10.0,-418.65,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-17 00:00:00,2025-09-17 11:17:00,2025-09-17 11:26:00,9,LONG,12,24694.5,24694.5,24677.69,24677.94,24745.38,-403.5,14.88,12.0,-430.38,STOP,-1.02,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-17 00:00:00,2025-09-17 13:38:00,2025-09-17 14:01:00,23,LONG,11,24695.75,24695.75,24745.12,24695.75,24745.38,1086.25,13.64,11.0,1061.61,TARGET,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-17 00:00:00,2025-09-17 15:02:00,2025-09-17 15:08:00,6,LONG,6,24707.5,24707.5,24745.12,24707.5,24745.38,451.5,7.44,6.0,438.06,TARGET,0.0,1
Trend Day Bull,VWAP_PULLBACK,p_day,moderate,2025-09-18 00:00:00,2025-09-18 12:59:00,2025-09-18 15:30:00,151,LONG,1,25045.0,25045.0,24977.5,24894.36,25328.62,-135.0,1.24,1.0,-137.24,EOD,-0.45,0
P-Day,P_DAY_VWAP_LONG,p_day,moderate,2025-09-18 00:00:00,2025-09-18 12:59:00,2025-09-18 15:30:00,151,LONG,1,25045.0,25045.0,24977.5,24894.36,25328.62,-135.0,1.24,1.0,-137.24,EOD,-0.45,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-19 00:00:00,2025-09-19 10:49:00,2025-09-19 10:53:00,4,LONG,7,25008.0,25008.0,25033.75,24982.0,25034.0,360.5,8.68,7.0,344.82,TARGET,0.99,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-19 00:00:00,2025-09-19 11:13:00,2025-09-19 11:17:00,4,LONG,12,24998.75,24998.75,24981.75,24982.0,25034.0,-408.0,14.88,12.0,-434.88,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-19 00:00:00,2025-09-19 11:42:00,2025-09-19 12:01:00,19,LONG,12,24998.5,24998.5,25033.75,24982.0,25034.0,846.0,14.88,12.0,819.12,TARGET,2.14,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-23 00:00:00,2025-09-23 11:02:00,2025-09-23 11:25:00,23,LONG,8,25197.5,25197.5,25225.88,25173.96,25226.12,454.0,9.92,8.0,436.08,TARGET,1.21,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-23 00:00:00,2025-09-23 11:44:00,2025-09-23 12:13:00,29,LONG,7,25200.0,25200.0,25173.71,25173.96,25226.12,-368.02,8.68,7.0,-383.7,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-23 00:00:00,2025-09-23 12:15:00,2025-09-23 12:36:00,21,LONG,16,25186.5,25186.5,25173.71,25173.96,25226.12,-409.2,19.84,16.0,-445.04,STOP,-1.02,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-23 00:00:00,2025-09-23 12:38:00,2025-09-23 12:57:00,19,LONG,10,25192.5,25192.5,25173.71,25173.96,25226.12,-375.75,12.4,10.0,-398.15,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-23 00:00:00,2025-09-23 12:58:00,2025-09-23 13:02:00,4,LONG,12,25190.5,25190.5,25173.71,25173.96,25226.12,-402.9,14.88,12.0,-429.78,STOP,-1.02,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-24 00:00:00,2025-09-24 10:35:00,2025-09-24 11:36:00,61,LONG,6,25056.75,25056.75,25023.54,25023.79,25098.38,-398.55,7.44,6.0,-411.99,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-24 00:00:00,2025-09-24 10:56:00,2025-09-24 11:36:00,40,LONG,6,25057.0,25057.0,25023.54,25023.79,25098.38,-401.55,7.44,6.0,-414.99,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-24 00:00:00,2025-09-24 11:16:00,2025-09-24 11:36:00,20,LONG,11,25041.5,25041.5,25023.54,25023.79,25098.38,-395.18,13.64,11.0,-419.82,STOP,-1.01,0
P-Day,P_DAY_VWAP_LONG,p_day,moderate,2025-09-25 00:00:00,2025-09-25 10:50:00,2025-09-25 13:22:00,152,LONG,1,24911.5,24911.5,24835.25,24749.77,25240.12,-152.5,1.24,1.0,-154.74,VWAP_BREACH_PM,-0.47,0
Trend Day Bull,VWAP_PULLBACK,p_day,moderate,2025-09-25 00:00:00,2025-09-25 10:56:00,2025-09-25 14:02:00,186,LONG,1,24902.25,24902.25,24751.06,24751.31,25230.88,-302.38,1.24,1.0,-304.62,STOP,-1.0,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-26 00:00:00,2025-09-26 10:35:00,2025-09-26 10:41:00,6,LONG,3,24803.25,24803.25,24882.88,24744.51,24883.12,477.75,3.72,3.0,471.03,TARGET,1.36,1
B-Day,B_DAY_IBL_FADE,b_day,weak,2025-09-29 00:00:00,2025-09-29 11:38:00,2025-09-29 11:54:00,16,LONG,8,25112.75,25112.75,25089.85,25090.1,25167.5,-366.4,9.92,8.0,-384.32,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-29 00:00:00,2025-09-29 11:29:00,2025-09-29 12:04:00,35,LONG,5,25122.5,25122.5,25083.4,25083.65,25167.5,-391.0,6.2,5.0,-402.2,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-29 00:00:00,2025-09-29 11:52:00,2025-09-29 12:04:00,12,LONG,10,25103.5,25103.5,25083.4,25083.65,25167.5,-402.0,12.4,10.0,-424.4,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-29 00:00:00,2025-09-29 12:13:00,2025-09-29 12:18:00,5,LONG,6,25112.5,25112.5,25083.4,25083.65,25167.5,-349.2,7.44,6.0,-362.64,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-29 00:00:00,2025-09-29 12:34:00,2025-09-29 12:55:00,21,LONG,6,25115.75,25115.75,25083.4,25083.65,25167.5,-388.2,7.44,6.0,-401.64,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-29 00:00:00,2025-09-29 13:55:00,2025-09-29 15:03:00,68,LONG,10,25103.5,25103.5,25083.4,25083.65,25167.5,-402.0,12.4,10.0,-424.4,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-29 00:00:00,2025-09-29 14:15:00,2025-09-29 15:03:00,48,LONG,6,25117.0,25117.0,25083.4,25083.65,25167.5,-403.2,7.44,6.0,-416.64,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-29 00:00:00,2025-09-29 14:38:00,2025-09-29 15:03:00,25,LONG,7,25111.75,25111.75,25083.4,25083.65,25167.5,-396.9,8.68,7.0,-412.58,STOP,-1.01,0
P-Day,P_DAY_VWAP_LONG,p_day,moderate,2025-09-30 00:00:00,2025-09-30 12:22:00,2025-09-30 13:00:00,38,LONG,2,25095.5,25095.5,25039.5,25010.7,25258.38,-224.0,2.48,2.0,-228.48,VWAP_BREACH_PM,-0.66,0
Trend Day Bull,VWAP_PULLBACK,p_day,moderate,2025-09-30 00:00:00,2025-09-30 12:22:00,2025-09-30 13:12:00,50,LONG,2,25095.5,25095.5,25010.45,25010.7,25258.38,-340.22,2.48,2.0,-344.7,STOP,-1.0,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-09-30 00:00:00,2025-09-30 13:25:00,2025-09-30 13:50:00,25,LONG,5,24997.5,24997.5,25032.88,24997.5,25033.12,353.75,6.2,5.0,342.55,TARGET,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-10-02 00:00:00,2025-10-02 10:48:00,2025-10-02 13:26:00,158,LONG,4,25296.25,25296.25,25347.75,25296.25,25348.0,412.0,4.96,4.0,403.04,TARGET,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-10-02 00:00:00,2025-10-02 11:08:00,2025-10-02 13:26:00,138,LONG,4,25293.5,25293.5,25347.75,25293.5,25348.0,434.0,4.96,4.0,425.04,TARGET,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-10-02 00:00:00,2025-10-02 11:40:00,2025-10-02 13:26:00,106,LONG,6,25277.25,25277.25,25347.75,25277.25,25348.0,846.0,7.44,6.0,832.56,TARGET,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-10-03 00:00:00,2025-10-03 13:08:00,2025-10-03 13:22:00,14,LONG,8,25312.75,25312.75,25289.7,25289.95,25366.0,-368.8,9.92,8.0,-386.72,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-10-03 00:00:00,2025-10-03 13:33:00,2025-10-03 13:38:00,5,LONG,11,25308.25,25308.25,25289.7,25289.95,25366.0,-408.1,13.64,11.0,-432.74,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-10-06 00:00:00,2025-10-06 10:46:00,2025-10-06 11:07:00,21,LONG,8,25382.75,25382.75,25425.5,25357.5,25425.75,684.0,9.92,8.0,666.08,TARGET,1.69,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-10-07 00:00:00,2025-10-07 10:32:00,2025-10-07 10:37:00,5,LONG,11,25472.75,25472.75,25455.16,25455.41,25492.62,-386.93,13.64,11.0,-411.57,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-10-09 00:00:00,2025-10-09 10:57:00,2025-10-09 11:25:00,28,LONG,13,25502.25,25502.25,25486.47,25486.72,25547.5,-410.15,16.12,13.0,-439.27,STOP,-1.02,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-10-09 00:00:00,2025-10-09 11:23:00,2025-10-09 11:25:00,2,LONG,10,25506.75,25506.75,25486.47,25486.72,25547.5,-405.5,12.4,10.0,-427.9,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-10-09 00:00:00,2025-10-09 11:50:00,2025-10-09 12:42:00,52,LONG,9,25507.25,25507.25,25486.47,25486.72,25547.5,-373.95,11.16,9.0,-394.11,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-10-09 00:00:00,2025-10-09 12:24:00,2025-10-09 12:42:00,18,LONG,11,25504.25,25504.25,25486.47,25486.72,25547.5,-391.05,13.64,11.0,-415.69,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-10-09 00:00:00,2025-10-09 12:46:00,2025-10-09 12:55:00,9,LONG,10,25506.0,25506.0,25486.47,25486.72,25547.5,-390.5,12.4,10.0,-412.9,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-10-13 00:00:00,2025-10-13 10:58:00,2025-10-13 11:11:00,13,LONG,3,25011.25,25011.25,25075.25,24952.65,25075.5,384.0,3.72,3.0,377.28,TARGET,1.09,1
Trend Day Bull,VWAP_PULLBACK,p_day,moderate,2025-10-14 00:00:00,2025-10-14 10:44:00,2025-10-14 15:30:00,286,LONG,1,24987.5,24987.5,25157.75,24987.5,25439.12,340.5,1.24,1.0,338.26,EOD,0.0,1
P-Day,P_DAY_VWAP_LONG,p_day,moderate,2025-10-14 00:00:00,2025-10-14 10:44:00,2025-10-14 15:30:00,286,LONG,1,24987.5,24987.5,25157.75,24987.5,25439.12,340.5,1.24,1.0,338.26,EOD,0.0,1
Edge Fade,EDGE_TO_MID,b_day,weak,2025-10-15 00:00:00,2025-10-15 11:50:00,2025-10-15 13:01:00,71,LONG,3,25181.5,25181.5,25120.81,25121.06,25261.62,-364.12,3.72,3.0,-370.84,STOP,-1.0,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-10-15 00:00:00,2025-10-15 12:19:00,2025-10-15 13:01:00,42,LONG,2,25191.25,25191.25,25120.81,25121.06,25261.62,-281.75,2.48,2.0,-286.23,STOP,-1.0,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-10-15 00:00:00,2025-10-15 12:47:00,2025-10-15 13:01:00,14,LONG,4,25166.75,25166.75,25120.81,25121.06,25261.62,-367.5,4.96,4.0,-376.46,STOP,-1.01,0
Edge Fade,EDGE_TO_MID,b_day,weak,2025-10-15 00:00:00,2025-10-15 13:54:00,2025-10-15 14:04:00,10,LONG,6,25154.0,25154.0,25120.81,25121.06,25261.62,-398.25,7.44,6.0,-411.69,STOP,-1.01,0
