strategy_name,setup_type,day_type,trend_strength,session_date,entry_time,exit_time,bars_held,direction,contracts,signal_price,entry_price,exit_price,stop_price,target_price,gross_pnl,commission,slippage_cost,net_pnl,exit_reason,r_multiple,is_winner
OR Acceptance,OR_ACCEPTANCE_SHORT,neutral,moderate,2025-12-10 00:00:00,2025-12-10 10:30:00,2025-12-10 10:34:00,4,SHORT,28,25895.5,25895.5,25882.05,25902.72,25881.8,753.0,34.72,28.0,690.28,TARGET,1.86,1
OR Acceptance,OR_ACCEPTANCE_SHORT,neutral,moderate,2025-12-12 00:00:00,2025-12-12 10:30:00,2025-12-12 10:31:00,1,SHORT,16,25818.25,25818.25,25794.64,25830.55,25794.39,755.43,19.84,16.0,719.59,TARGET,1.92,1
OR Acceptance,OR_ACCEPTANCE_LONG,neutral,moderate,2025-12-16 00:00:00,2025-12-16 10:30:00,2025-12-16 10:31:00,1,LONG,15,25263.0,25263.0,25249.28,25249.53,25289.2,-411.7,18.6,15.0,-445.3,STOP,-1.02,0
OR Acceptance,OR_ACCEPTANCE_SHORT,neutral,moderate,2025-12-30 00:00:00,2025-12-30 10:30:00,2025-12-30 10:39:00,9,SHORT,30,25696.5,25696.5,25702.71,25702.46,25685.32,-372.86,37.2,30.0,-440.06,STOP,-1.04,0
OR Acceptance,OR_ACCEPTANCE_LONG,neutral,moderate,2025-12-31 00:00:00,2025-12-31 10:30:00,2025-12-31 10:31:00,1,LONG,30,25636.0,25636.0,25628.96,25629.21,25648.84,-422.68,37.2,30.0,-489.88,STOP,-1.04,0
OR Acceptance,OR_ACCEPTANCE_LONG,neutral,moderate,2026-01-02 00:00:00,2026-01-02 10:30:00,2026-01-02 10:31:00,1,LONG,13,25638.5,25638.5,25622.69,25622.94,25668.88,-411.12,16.12,13.0,-440.24,STOP,-1.02,0
OR Acceptance,OR_ACCEPTANCE_LONG,neutral,moderate,2026-01-05 00:00:00,2026-01-05 10:30:00,2026-01-05 10:31:00,1,LONG,21,25557.0,25557.0,25574.8,25547.6,25575.05,747.75,26.04,21.0,700.71,TARGET,1.89,1
OR Acceptance,OR_ACCEPTANCE_LONG,neutral,moderate,2026-01-07 00:00:00,2026-01-07 10:30:00,2026-01-07 10:31:00,1,LONG,26,25835.25,25835.25,25849.93,25827.41,25850.18,763.29,32.24,26.0,705.05,TARGET,1.87,1
OR Acceptance,OR_ACCEPTANCE_SHORT,neutral,moderate,2026-01-08 00:00:00,2026-01-08 10:30:00,2026-01-08 10:31:00,1,SHORT,23,25680.25,25680.25,25689.38,25689.12,25663.25,-419.75,28.52,23.0,-471.27,STOP,-1.03,0
OR Acceptance,OR_ACCEPTANCE_LONG,neutral,moderate,2026-01-13 00:00:00,2026-01-13 10:30:00,2026-01-13 10:31:00,1,LONG,17,25937.0,25937.0,25925.17,25925.42,25959.41,-402.23,21.08,17.0,-440.31,STOP,-1.02,0
OR Acceptance,OR_ACCEPTANCE_SHORT,neutral,moderate,2026-01-19 00:00:00,2026-01-19 10:30:00,2026-01-19 10:31:00,1,SHORT,30,25261.75,25261.75,25267.48,25267.23,25251.54,-343.93,37.2,30.0,-411.13,STOP,-1.05,0
OR Acceptance,OR_ACCEPTANCE_LONG,neutral,moderate,2026-01-20 00:00:00,2026-01-20 10:30:00,2026-01-20 10:31:00,1,LONG,14,25320.75,25320.75,25347.27,25306.99,25347.52,742.5,17.36,14.0,711.14,TARGET,1.93,1
OR Acceptance,OR_ACCEPTANCE_SHORT,neutral,moderate,2026-01-23 00:00:00,2026-01-23 10:30:00,2026-01-23 10:31:00,1,SHORT,20,25647.5,25647.5,25657.56,25657.31,25628.62,-402.5,24.8,20.0,-447.3,STOP,-1.03,0
OR Acceptance,OR_ACCEPTANCE_LONG,neutral,moderate,2026-01-26 00:00:00,2026-01-26 10:30:00,2026-01-26 10:34:00,4,LONG,29,25846.0,25846.0,25859.02,25838.99,25859.27,755.04,35.96,29.0,690.08,TARGET,1.86,1
OR Acceptance,OR_ACCEPTANCE_SHORT,neutral,moderate,2026-01-28 00:00:00,2026-01-28 10:30:00,2026-01-28 10:31:00,1,SHORT,25,26252.25,26252.25,26237.21,26260.27,26236.96,751.79,31.0,25.0,695.79,TARGET,1.88,1
OR Acceptance,OR_ACCEPTANCE_SHORT,neutral,moderate,2026-02-04 00:00:00,2026-02-04 10:30:00,2026-02-04 10:31:00,1,SHORT,9,25354.25,25354.25,25313.71,25375.02,25313.46,729.64,11.16,9.0,709.48,TARGET,1.95,1
OR Acceptance,OR_ACCEPTANCE_SHORT,neutral,moderate,2026-02-05 00:00:00,2026-02-05 10:30:00,2026-02-05 10:31:00,1,SHORT,8,24915.5,24915.5,24870.7,24938.4,24870.45,716.86,9.92,8.0,698.94,TARGET,1.96,1
OR Acceptance,OR_ACCEPTANCE_LONG,neutral,moderate,2026-02-06 00:00:00,2026-02-06 10:30:00,2026-02-06 10:31:00,1,LONG,8,24784.0,24784.0,24829.62,24760.69,24829.88,730.0,9.92,8.0,712.08,TARGET,1.96,1
OR Acceptance,OR_ACCEPTANCE_SHORT,neutral,moderate,2026-02-16 00:00:00,2026-02-16 10:30:00,2026-02-16 10:31:00,1,SHORT,30,24754.25,24754.25,24742.52,24760.62,24742.27,703.93,37.2,30.0,636.73,TARGET,1.84,1
OR Acceptance,OR_ACCEPTANCE_SHORT,neutral,moderate,2026-02-19 00:00:00,2026-02-19 10:30:00,2026-02-19 10:31:00,1,SHORT,13,24850.25,24850.25,24865.86,24865.61,24820.29,-405.79,16.12,13.0,-434.91,STOP,-1.02,0
